Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SwingHigh,SwingLow,Trend,AdjSwingHigh,AdjSwingLow,level_0,level_38,level_50,level_61,level_78,level_100,level_127,level_161,level_261,val,diff,FibonacciLevels,NewFibLevel,RSI,stockRSI,macd_strength,macd,macd_h,ema,CI,Bollinger_centralBand,Bollinger_upperBand,Bollinger_lowerband
2021-03-17,221.21520347530932,224.24419133477028,217.19310583593685,219.0303649902344,12358792,0.0,0,224.24419133477028,185.7115265458951,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.19310583593685,0.0,224.24419133477028,222.9531478568584,0.0,-0.9563435723137386,,,,219.0303649902344,,,,
2021-03-18,220.4703733818377,222.9531478568584,210.78755292925695,214.66067504882807,8356936,0.0,0,224.24419133477028,185.7115265458951,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.78755292925695,0.0,222.9531478568584,213.4689462446265,0.0,-0.9563435723137386,,,,218.63312045010656,,,,
2021-03-19,212.52549497523336,213.4689462446265,203.88544283641008,210.19168090820312,22347164,0.0,0,224.24419133477028,185.7115265458951,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.88544283641008,0.0,213.4689462446265,212.9723866904455,0.0,-0.9563435723137386,,,,217.86571685538806,,,,
2021-03-22,210.53927078987783,212.9723866904455,202.5943926468636,204.5806121826172,12683478,0.0,0,224.24419133477028,185.7115265458951,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.5943926468636,0.0,212.9723866904455,212.12824585949932,0.0,-0.9563435723137386,,,,216.65798006695434,,,,
2021-03-23,205.67303256976504,212.12824585949932,202.59438632396945,210.04270935058597,13764932,0.0,0,224.24419133477028,185.7115265458951,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.59438632396945,0.0,212.12824585949932,208.8509803237902,0.0,-0.9563435723137386,,,,216.05659182001176,,,,
2021-03-24,207.9571724700025,208.8509803237902,198.82056593774595,200.1612701416016,16933438,0.0,0,224.24419133477028,185.7115265458951,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.82056593774595,0.0,208.8509803237902,203.5378438440353,0.0,-0.9563435723137386,,,,214.61156257651993,,,,
2021-03-25,200.60817306027167,203.5378438440353,185.7115265458951,194.6991729736328,25635148,0.0,0,224.24419133477028,185.7115265458951,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.7115265458951,0.0,203.5378438440353,200.55851602021264,0.0,-0.9563435723137386,,,,212.80134533989383,,,,
2021-03-26,197.62884521484372,200.55851602021264,195.1957292969493,197.62884521484372,14735063,0.0,0,224.24419133477028,185.7115265458951,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.1957292969493,0.0,200.55851602021264,206.31855310896495,0.0,-0.9563435723137386,,,,211.42202714670745,,,,
2021-03-30,199.41644329200685,206.31855310896495,198.82057137319148,200.70748901367188,15230334,0.0,0,224.24419133477028,185.7115265458951,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.82057137319148,0.0,206.31855310896495,202.59439896011483,0.0,-0.9563435723137386,204.56503131023442,,,210.44797822552238,,,,
2021-03-31,201.1047342618787,202.59439896011483,198.72127680616205,200.0619659423828,9012020,0.0,0,224.24419133477028,185.7115265458951,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.72127680616205,0.0,202.59439896011483,210.93649990128552,0.0,-0.9563435723137386,203.66441823666412,,,209.5037952906915,,,,
